^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS3866
!dataset_title = Yeast response to sudden oxygen depletion: time course
!dataset_description = Analysis of glucose-limited cultures after shift from fully aerobic (20.9% O2) or oxygen-limited (1.0% O2) to anaerobic conditions, for up to 79 (20.9% O2) or 72 (1.0% O2) h post-shift. Results provide insight into adaptative mechanisms underlying transition from respiratory to fermentative growth.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 21348598
!dataset_platform = GPL2529
!dataset_platform_organism = Schizosaccharomyces pombe
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 10928
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 28
!dataset_value_type = transformed count
!dataset_reference_series = GSE22832
!dataset_order = none
!dataset_update_date = Oct 21 2011
^SUBSET = GDS3866_1
!subset_dataset_id = GDS3866
!subset_description = 1% to 0% oxygen shift
!subset_sample_id = GSM564449,GSM564450,GSM564451,GSM564452,GSM564453,GSM564454,GSM564455,GSM564456,GSM564457,GSM564458,GSM564459,GSM564460,GSM564461,GSM564462
!subset_type = protocol
^SUBSET = GDS3866_2
!subset_dataset_id = GDS3866
!subset_description = 20.9% to 0% oxygen shift
!subset_sample_id = GSM564463,GSM564464,GSM564465,GSM564466,GSM564467,GSM564468,GSM564469,GSM564470,GSM564471,GSM564472,GSM564473,GSM564474,GSM564475,GSM564476
!subset_type = protocol
^SUBSET = GDS3866_3
!subset_dataset_id = GDS3866
!subset_description = 0 hour
!subset_sample_id = GSM564449,GSM564456,GSM564463,GSM564470
!subset_type = time
^SUBSET = GDS3866_4
!subset_dataset_id = GDS3866
!subset_description = 0.2 hour
!subset_sample_id = GSM564450,GSM564457,GSM564464,GSM564471
!subset_type = time
^SUBSET = GDS3866_5
!subset_dataset_id = GDS3866
!subset_description = 1 hour
!subset_sample_id = GSM564451,GSM564458,GSM564465,GSM564472
!subset_type = time
^SUBSET = GDS3866_6
!subset_dataset_id = GDS3866
!subset_description = 3 hour
!subset_sample_id = GSM564452,GSM564459,GSM564466,GSM564473
!subset_type = time
^SUBSET = GDS3866_7
!subset_dataset_id = GDS3866
!subset_description = 8 hour
!subset_sample_id = GSM564453,GSM564460,GSM564467,GSM564474
!subset_type = time
^SUBSET = GDS3866_8
!subset_dataset_id = GDS3866
!subset_description = 24 hour
!subset_sample_id = GSM564454,GSM564461,GSM564468,GSM564475
!subset_type = time
^SUBSET = GDS3866_9
!subset_dataset_id = GDS3866
!subset_description = 72 hour
!subset_sample_id = GSM564455,GSM564462
!subset_type = time
^SUBSET = GDS3866_10
!subset_dataset_id = GDS3866
!subset_description = 79 hour
!subset_sample_id = GSM564469,GSM564476
!subset_type = time
^DATASET = GDS3866
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM564449 = Value for GSM564449: Yeast_1%oxygen_transient0h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 0h.
#GSM564456 = Value for GSM564456: Yeast_1%oxygen_transient0h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 0h.
#GSM564450 = Value for GSM564450: Yeast_1%oxygen_transient0.2h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 0.2h.
#GSM564457 = Value for GSM564457: Yeast_1%oxygen_transient0.2h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 0.2h.
#GSM564451 = Value for GSM564451: Yeast_1%oxygen_transient1h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 1h.
#GSM564458 = Value for GSM564458: Yeast_1%oxygen_transient1h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 1h.
#GSM564452 = Value for GSM564452: Yeast_1%oxygen_transient3h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 3h.
#GSM564459 = Value for GSM564459: Yeast_1%oxygen_transient3h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 3h.
#GSM564453 = Value for GSM564453: Yeast_1%oxygen_transient8h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 8h.
#GSM564460 = Value for GSM564460: Yeast_1%oxygen_transient8h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 8h.
#GSM564454 = Value for GSM564454: Yeast_1%oxygen_transient24h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 24h.
#GSM564461 = Value for GSM564461: Yeast_1%oxygen_transient24h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 24h.
#GSM564455 = Value for GSM564455: Yeast_1%oxygen_transient72hh_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 72hh.
#GSM564462 = Value for GSM564462: Yeast_1%oxygen_transient72h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 1% to 0% oxygen, timepoint 72hh.
#GSM564463 = Value for GSM564463: Yeast_20.9%oxygen_transient0h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 0h.
#GSM564470 = Value for GSM564470: Yeast_20.9%oxygen_transient0h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 0h.
#GSM564464 = Value for GSM564464: Yeast_20.9%oxygen_transient0.2h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 0.2h.
#GSM564471 = Value for GSM564471: Yeast_20.9%oxygen_transient0.2h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 0.2h.
#GSM564465 = Value for GSM564465: Yeast_20.9%oxygen_transient1h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 1h.
#GSM564472 = Value for GSM564472: Yeast_20.9%oxygen_transient1h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 1h.
#GSM564466 = Value for GSM564466: Yeast_20.9%oxygen_transient3h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 3h.
#GSM564473 = Value for GSM564473: Yeast_20.9%oxygen_transient3h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 3h.
#GSM564467 = Value for GSM564467: Yeast_20.9%oxygen_transient8h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 8h.
#GSM564474 = Value for GSM564474: Yeast_20.9%oxygen_transient8h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 8h.
#GSM564468 = Value for GSM564468: Yeast_20.9%oxygen_transient24h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 24h.
#GSM564475 = Value for GSM564475: Yeast_20.9%oxygen_transient24h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 24h.
#GSM564469 = Value for GSM564469: Yeast_20.9%oxygen_transient79h_rep1; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 79h.
#GSM564476 = Value for GSM564476: Yeast_20.9%oxygen_transient79h_rep2; src: Saccharomyces cerevisiae cells, glucose-limited chemostat, transient from 20.9% to 0% oxygen, timepoint 79h.
!dataset_table_begin
ID_REF	IDENTIFIER	GSM564449	GSM564456	GSM564450	GSM564457	GSM564451	GSM564458	GSM564452	GSM564459	GSM564453	GSM564460	GSM564454	GSM564461	GSM564455	GSM564462	GSM564463	GSM564470	GSM564464	GSM564471	GSM564465	GSM564472	GSM564466	GSM564473	GSM564467	GSM564474	GSM564468	GSM564475	GSM564469	GSM564476
1769308_at	FOX2	10.4001	10.4336	11.8921	11.6392	11.2684	11.3796	10.3978	10.3803	9.99044	9.80025	7.5563	7.97549	7.94922	8.75568	12.2563	12.2478	12.3408	12.3188	12.2845	12.3349	10.1618	9.7658	10.0319	9.59196	7.9427	8.43937	8.22061	9.24263
1769309_at	hht3	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769310_at	SPCC18.05c	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769311_at	YDL157C	8.84414	8.8299	8.28548	8.43329	7.3229	7.49981	8.11119	8.28573	8.83581	8.93979	9.60875	9.5984	9.82326	9.88295	9.22449	8.11791	8.75173	8.32161	8.02839	7.94649	8.52795	8.74627	9.10123	9.08975	9.59496	9.74273	9.7583	9.99276
1769312_at	PCL6	7.63709	7.59661	8.0971	7.9477	7.73323	7.9663	7.58881	7.6687	7.58607	7.55624	7.33523	7.43757	7.6479	7.59769	7.74527	7.86034	8.13407	8.14373	8.3292	8.3419	7.85165	7.9503	7.74121	7.62457	7.40352	7.26369	7.38751	7.25854
1769313_at	PKP2	7.80438	7.54804	8.76696	8.8334	9.25951	9.00686	8.71978	8.86765	7.94456	7.94435	6.98733	7.13697	7.22117	7.22429	7.70947	7.85138	8.67358	8.61851	8.39807	8.2928	8.22337	8.09052	7.42036	7.72363	7.10912	7.16703	6.93019	7.2578
1769314_at	PHO8	8.45119	8.72664	9.2343	9.33206	8.97546	8.98607	8.93003	8.97739	8.63576	8.676	8.58352	8.69896	8.46918	8.48262	9.00952	9.16241	9.41524	9.62856	9.1832	9.02025	9.11496	8.89673	9.2325	9.06165	8.8719	8.90083	8.73072	8.75679
1769315_at	cdk9	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769316_s_at	SPAC977.01	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769317_at	DAT1	7.1415	7.34197	5.6566	5.80011	6.64476	6.87406	7.40393	7.29576	7.71207	7.42646	7.99451	7.72745	8.12156	7.82584	7.46008	7.81522	6.70057	7.1157	6.44228	6.87468	7.16917	7.20866	7.20396	7.14639	7.73509	7.76801	7.97532	7.68554
1769318_at	SPCC830.06	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769319_at	COA1	10.1012	10.0765	10.4237	10.585	10.0026	9.93382	9.74098	10.1189	9.99738	10.2552	9.78643	9.90702	9.99075	10.1774	9.74295	9.19362	10.1668	9.99925	10.2877	10.0241	10.0831	9.96511	10.2824	10.3994	9.85976	9.80161	9.80903	10.1632
1769320_at	YPR003C	6.13438	6.2058	6.49361	6.4761	6.29891	6.41087	6.14524	6.47828	6.33045	6.32963	6.25231	6.45565	6.12831	6.05925	6.15725	6.19763	6.28825	6.08768	6.14526	6.13886	5.82426	6.15725	6.00452	6.11919	5.81765	6.02656	5.41096	6.11877
1769321_at	AIF1	4.1988	4.12628	4.15606	4.17131	4.13545	4.13007	4.11799	4.25763	4.33364	4.13023	4.07409	3.95893	4.23559	4.03807	4.05343	4.41306	3.97525	4.14922	3.9622	4.16676	4.16135	4.1988	4.16433	4.19431	4.01973	4.13023	4.11068	4.13167
1769322_s_at	YLR154C-H	11.2084	11.7595	11.4278	11.6076	11.6978	11.608	10.831	11.2935	11.6491	11.9011	12.2616	11.924	12.0078	11.2924	11.0774	11.9639	11.6323	12.0067	11.6486	12.1544	11.9131	12.0118	12.2596	12.1644	12.1483	11.9548	11.8086	12.2639
1769323_at	PRP40	7.90568	7.81133	8.19524	7.95636	8.47116	8.32866	8.23423	8.23147	7.92814	7.97833	8.1448	8.1843	7.80535	7.91432	7.876	7.85946	7.84811	8.06185	8.16408	8.04408	8.09941	8.07189	8.04215	8.03608	8.00581	8.0674	8.02839	7.68498
1769324_at	MRX5	7.16027	7.23446	7.31118	7.37846	7.5101	7.4524	7.34199	7.16448	7.15488	7.20985	6.83278	6.78462	7.12636	6.76012	7.25563	7.47795	7.49023	7.31795	7.38393	7.46742	7.05067	7.19765	7.12146	7.20413	6.79854	6.71871	6.83149	6.88868
1769325_at	RRI1	6.69778	6.12338	7.29542	7.32588	7.10903	6.85845	6.76385	6.68651	6.45998	6.41731	5.84567	5.93069	5.42418	5.76988	6.45791	6.56527	7.22189	7.04472	7.34249	7.20241	7.12787	6.80476	6.80904	6.48203	6.32466	6.23413	5.86107	5.68727
1769326_at	exg1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769327_at	mog1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769328_at	SPCC895.03c	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769329_at	YNL320W	7.72162	7.67499	7.24017	7.62685	7.23443	7.396	7.57867	7.60428	7.74375	7.84472	8.14534	8.27896	8.13241	8.30486	7.82907	7.66936	7.29073	7.28396	7.91448	7.8785	7.58013	7.65268	7.73915	7.86996	7.98081	8.12441	7.75082	7.81491
1769330_at	clr4	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769331_at	STE20	8.08615	8.15193	7.66969	7.24845	7.589	7.48574	8.05634	7.87771	8.03596	8.08622	8.39677	8.56376	8.53571	8.65492	8.05674	7.96946	7.81623	7.78999	7.54975	7.48533	7.57702	7.37772	7.8746	7.50946	8.48631	8.20526	8.44349	8.2766
1769333_at	GRE1	7.46544	7.84878	8.61374	9.11106	12.7596	12.8887	11.875	11.8116	8.8888	9.2793	7.49856	7.6823	7.16032	7.19864	12.8029	13.707	12.9029	13.2313	13.6776	13.8967	13.8236	13.8018	12.759	13.1908	9.34786	9.73238	7.58695	7.34489
1769334_at	SPBC11C11.06c	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769335_at	MRPL31	9.45126	9.37099	9.76076	9.69298	8.53719	8.79003	8.9166	9.15153	9.66143	9.79978	9.47862	9.64622	9.52772	9.87814	9.45537	9.16786	9.55308	9.47853	9.35978	9.3361	9.4659	9.49588	9.9307	9.99926	9.66856	9.49617	9.42821	9.34044
1769336_at	SPC98	5.94669	5.84599	5.79044	5.93569	6.04686	5.86757	4.8865	5.06827	5.66248	5.75127	5.94361	6.18634	6.27381	5.99652	5.92488	5.40555	5.63977	5.34903	5.79314	5.70197	5.41987	5.42744	5.74386	5.59452	6.06125	5.64773	6.38383	5.46424
1769337_at	SPBC83.16c	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769338_at	OAR1	4.40808	4.61071	4.95619	5.08119	4.82245	4.79102	4.90003	4.92183	4.74592	4.68801	4.92158	4.92919	4.93125	5.12259	4.81852	5.43627	4.95175	5.2383	5.23566	5.22045	5.26622	4.82972	4.78637	4.78285	4.90114	4.81427	5.28654	5.08887
1769339_at	AMD1	8.61586	8.6085	9.52656	9.50216	8.92057	8.93915	9.16638	9.19344	9.04533	9.06135	9.05649	8.97985	8.93383	8.96365	8.48281	8.64178	8.27444	8.41324	8.56243	8.55225	8.93467	8.82086	9.10084	9.04524	9.07256	8.85713	8.87215	8.89513
1769340_at	cox8	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769341_at	SBH1	9.59892	9.70063	8.88546	9.10261	8.89586	8.86271	9.08789	8.89559	9.57391	9.72837	9.99813	9.99265	10.1551	9.98396	9.51837	9.21559	9.43363	9.18647	9.02177	9.30868	9.22658	9.33825	9.39643	9.60156	9.61692	9.89909	9.79941	9.88431
1769342_at	POT1	9.10872	9.29111	10.4845	10.4303	9.98533	9.99855	9.52012	9.7807	9.39049	9.32201	7.88817	7.72651	6.97242	7.71455	10.9409	11.4015	10.9363	11.0772	10.6559	10.8643	8.88867	8.76804	9.22038	9.00213	8.22692	8.48895	7.55194	7.90708
1769343_at	mfm1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1769344_at	YLR050C	9.07954	9.26917	8.58766	8.79954	7.55973	7.52671	7.54445	7.80851	8.14352	8.43087	9.77306	9.77042	10.2616	9.86607	9.54797	8.66811	9.05137	8.45721	7.73025	7.75396	7.79104	7.85231	8.49777	8.76291	9.32433	9.89847	10.5454	10.0644
